EF6A77,025823,5
EF6A77,57FC75,13
EF6A77,E575BF,11
EF6A77,415B61,21
EF6A77,7FDC6D,48
001B7E,D8DFDD,83
5BB8B0,E238E9,86
5BB8B0,B8FB42,55
7D1C7D,D9C041,86
4ECCFC,0DA2BA,96
4ECCFC,C09323,51
99C288,03450B,84
C1B4DA,F09F86,89
C1B4DA,0F53AC,12
2A177F,D1A79E,70
2A177F,D43B50,29
2A177F,24B4D6,34
2A177F,5675BC,29
709F05,453066,87
709F05,AB654C,37
709F05,3521C4,27
709F05,EDFD64,2
709F05,0F1314,6
709F05,C20D4E,8
709F05,E89EA2,39
709F05,10705D,42
709F05,487918,41
709F05,5F1C48,15
3546F3,8DCB65,85
3546F3,3D7085,34
B60195,CA8D50,69
B60195,E95389,15
B60195,0E0373,34
FB6CD0,E19119,67
FB6CD0,33B3B6,1
FB6CD0,1A36CD,5
FB6CD0,243E72,37
441896,AF2A5C,92
441896,A4B4BA,50
441896,CC36EC,33
441896,D98323,31
441896,9E3759,32
F1B8EC,0BD192,61
7BF1B0,1BD25E,62
7BF1B0,804718,25
7BF1B0,70B503,25
7BF1B0,C45E05,47
7BF1B0,BF082A,19
5617C5,766B9F,63
5617C5,CAA426,9
4992B8,FE0433,68
4992B8,A48027,43
E33A47,898A57,68
E33A47,6995DC,22
E33A47,16CFED,56
E33A47,CE85DB,3
7AA77E,D36D84,61
70D7FC,135F34,66
3C53C5,48FB49,78
B477A0,092A20,94
10400B,07A0E3,61
10400B,AB7277,29
B6DBE0,FFB35A,68
6E32E8,19FB21,62
6E32E8,5F823D,21
50928E,8EED8E,86
1E55F0,29708D,96
F5B786,C8FD8F,96
2AC0B6,D4B09E,66
460F2E,1638B6,62
460F2E,796667,52
460F2E,D0FB3C,49
460F2E,0D61E4,47
159314,90A0F8,88
40FF18,02D8A9,96
40FF18,BB0F0D,2
40FF18,085866,42
A3AC6F,71B252,82
2377FB,994F43,100
2377FB,C24D5C,21
2377FB,F64B14,0
2377FB,16AF1D,43
2377FB,57902E,31
2377FB,51FD23,54
F1F6BE,ED6493,66
F19594,0F6DC5,70
F19594,E9BFE0,23
F19594,65FDE4,58
F19594,519068,33
27DCF2,8381AA,74
27DCF2,9B1999,50
879FD4,36822D,67
879FD4,DAEDC7,10
879FD4,566FCF,54
879FD4,4B1BC9,20
75E48B,15AA80,77
5FA7BC,C9DF58,75
5FA7BC,7AFE49,16
5FA7BC,060D0F,48
5FA7BC,BA3F39,35
5FA7BC,1F00EC,21
3329CB,629E78,94
3329CB,044C4D,14
4142E4,05FD86,78
1CA24C,71AAE0,72
1CA24C,B3BE46,58
17A24A,3F75F4,99
543D3A,320794,85
543D3A,296B7B,2
3A7035,C062A4,95
1511DC,619DB9,100
BAD747,AFE09E,78
4323D9,E6A3D3,67
4323D9,23EEFA,11
55AC09,92B9DE,66
55AC09,C376D8,46
55AC09,607584,5
55AC09,A090DF,49
436291,14D9CA,71
436291,D387E3,4
273E44,63504D,80
53766A,D2497E,80
53766A,614673,18
53766A,3EE60D,46
53766A,AE43B9,18
981E91,07CFC4,87
981E91,653593,49
981E91,60D910,58
981E91,C5C407,10
981E91,C01F06,8
981E91,CE3449,6
981E91,E0AE48,53
981E91,ABC8A1,20
1662ED,9D89CF,99
1662ED,AE0B2D,20
1662ED,30F29F,17
1662ED,2F3D9B,56
1662ED,ABF64D,44
1662ED,65E06E,45
1662ED,AEC157,11
D4CC5C,FD81B0,90
0982B0,8C68FD,99
0982B0,7C215F,35
0982B0,82CDCA,47
0982B0,BDD3D5,27
B54EE9,3BD643,66
B54EE9,08CCA6,41
B54EE9,0F9227,30
B54EE9,33CE10,10
B54EE9,648758,47
B54EE9,DA276E,45
B54EE9,C254FF,16
B54EE9,D0E0A2,49
B54EE9,1D4C4E,28
6E2DE4,689653,98
6E2DE4,D14812,58
6E2DE4,2F8423,10
6E2DE4,1B4F3A,18
6E2DE4,83D3A3,46
AD93E9,C5FF73,78
733F91,614250,75
733F91,EA52E7,58
947A59,38B037,81
C90E95,E48911,98
C90E95,D82EB8,51
C90E95,001F25,3
C90E95,6161FF,15
C90E95,270E32,30
C90E95,32F73A,5
631B59,D609AD,94
B040ED,9E721A,79
B040ED,8B1D80,34
BFE786,40AA3E,64
BFE786,5C8A23,60
51F299,F77858,87
BEE145,D78E96,73
BEE145,6A5AF5,8
BEE145,392700,33
BEE145,CFE5C0,2
BEE145,EF6A77,0
BEE145,BE03AB,30
BEE145,1469F4,22
84EA4D,025823,71
84EA4D,57FC75,7
E575BF,415B61,79
E575BF,7FDC6D,19
001B7E,D8DFDD,88
001B7E,5BB8B0,38
001B7E,E238E9,20
B8FB42,7D1C7D,97
B8FB42,D9C041,43
B8FB42,4ECCFC,13
B8FB42,0DA2BA,38
C09323,99C288,74
03450B,C1B4DA,95
03450B,F09F86,18
03450B,0F53AC,32
03450B,2A177F,49
03450B,D1A79E,40
D43B50,24B4D6,95
5675BC,709F05,66
5675BC,453066,14
5675BC,AB654C,48
5675BC,3521C4,38
5675BC,EDFD64,10
0F1314,C20D4E,71
0F1314,E89EA2,5
0F1314,10705D,14
0F1314,487918,47
0F1314,5F1C48,14
0F1314,3546F3,15
8DCB65,3D7085,89
B60195,CA8D50,78
B60195,E95389,51
B60195,0E0373,34
FB6CD0,E19119,65
33B3B6,1A36CD,84
243E72,441896,80
243E72,AF2A5C,26
243E72,A4B4BA,33
CC36EC,D98323,91
CC36EC,9E3759,15
CC36EC,F1B8EC,23
0BD192,7BF1B0,63
0BD192,1BD25E,16
804718,70B503,74
C45E05,BF082A,69
C45E05,5617C5,38
766B9F,CAA426,95
766B9F,4992B8,35
766B9F,FE0433,29
A48027,E33A47,83
A48027,898A57,22
A48027,6995DC,1
A48027,16CFED,56
A48027,CE85DB,47
7AA77E,D36D84,71
70D7FC,135F34,79
70D7FC,3C53C5,51
48FB49,B477A0,65
092A20,10400B,97
092A20,07A0E3,35
AB7277,B6DBE0,85
AB7277,FFB35A,56
6E32E8,19FB21,96
5F823D,50928E,66
5F823D,8EED8E,57
1E55F0,29708D,68
F5B786,C8FD8F,72
2AC0B6,D4B09E,67
460F2E,1638B6,93
796667,D0FB3C,74
0D61E4,159314,89
0D61E4,90A0F8,21
40FF18,02D8A9,74
40FF18,BB0F0D,43
085866,A3AC6F,65
71B252,2377FB,98
994F43,C24D5C,66
994F43,F64B14,19
994F43,16AF1D,47
57902E,51FD23,92
57902E,F1F6BE,19
57902E,ED6493,36
57902E,F19594,4
57902E,0F6DC5,17
E9BFE0,65FDE4,78
E9BFE0,519068,3
E9BFE0,27DCF2,30
E9BFE0,8381AA,22
E9BFE0,9B1999,40
E9BFE0,879FD4,37
E9BFE0,36822D,33
DAEDC7,566FCF,68
DAEDC7,4B1BC9,4
DAEDC7,75E48B,51
15AA80,5FA7BC,89
15AA80,C9DF58,41
7AFE49,060D0F,77
BA3F39,1F00EC,92
BA3F39,3329CB,18
629E78,044C4D,91
629E78,4142E4,26
629E78,05FD86,47
629E78,1CA24C,51
629E78,71AAE0,2
629E78,B3BE46,6
629E78,17A24A,59
629E78,3F75F4,10
629E78,543D3A,47
320794,296B7B,91
3A7035,C062A4,69
3A7035,1511DC,9
619DB9,BAD747,79
AFE09E,4323D9,100
E6A3D3,23EEFA,70
55AC09,92B9DE,79
C376D8,607584,79
A090DF,436291,95
14D9CA,D387E3,92
14D9CA,273E44,48
14D9CA,63504D,7
53766A,D2497E,73
614673,3EE60D,73
AE43B9,981E91,90
AE43B9,07CFC4,39
AE43B9,653593,17
60D910,C5C407,70
60D910,C01F06,42
CE3449,E0AE48,99
CE3449,ABC8A1,54
1662ED,9D89CF,83
1662ED,AE0B2D,59
1662ED,30F29F,17
1662ED,2F3D9B,39
ABF64D,65E06E,93
ABF64D,AEC157,7
ABF64D,D4CC5C,34
FD81B0,0982B0,94
8C68FD,7C215F,80
8C68FD,82CDCA,16
BDD3D5,B54EE9,86
BDD3D5,3BD643,49
BDD3D5,08CCA6,43
0F9227,33CE10,81
0F9227,648758,26
DA276E,C254FF,63
DA276E,D0E0A2,20
1D4C4E,6E2DE4,88
689653,D14812,66
689653,2F8423,2
689653,1B4F3A,57
83D3A3,AD93E9,81
83D3A3,C5FF73,30
733F91,614250,79
EA52E7,947A59,97
38B037,C90E95,65
38B037,E48911,33
38B037,D82EB8,30
001F25,6161FF,66
270E32,32F73A,80
270E32,631B59,13
D609AD,B040ED,83
D609AD,9E721A,46
D609AD,8B1D80,46
D609AD,BFE786,25
D609AD,40AA3E,3
D609AD,5C8A23,1
D609AD,51F299,48
D609AD,F77858,9
D609AD,BEE145,5
D609AD,D78E96,52
D609AD,6A5AF5,45
392700,CFE5C0,69
EF6A77,BE03AB,81
EF6A77,1469F4,29
EF6A77,84EA4D,49
EF6A77,025823,11
57FC75,E575BF,80
57FC75,415B61,31
7FDC6D,001B7E,64
7FDC6D,D8DFDD,38
5BB8B0,E238E9,63
5BB8B0,B8FB42,37
5BB8B0,7D1C7D,8
D9C041,4ECCFC,85
D9C041,0DA2BA,10
C09323,99C288,63
C09323,03450B,0
C09323,C1B4DA,18
C09323,F09F86,60
C09323,0F53AC,14
C09323,2A177F,0
C09323,D1A79E,34
C09323,D43B50,27
C09323,24B4D6,35
C09323,5675BC,18
C09323,709F05,16
453066,AB654C,98
453066,3521C4,9
EDFD64,0F1314,82
EDFD64,C20D4E,57
EDFD64,E89EA2,43
EDFD64,10705D,37
EDFD64,487918,42
EDFD64,5F1C48,52
EDFD64,3546F3,54
EDFD64,8DCB65,30
EDFD64,3D7085,42
B60195,CA8D50,74
B60195,E95389,26
0E0373,FB6CD0,92
0E0373,E19119,58
33B3B6,1A36CD,97
243E72,441896,72
243E72,AF2A5C,47
A4B4BA,CC36EC,93
A4B4BA,D98323,26
A4B4BA,9E3759,31
F1B8EC,0BD192,67
F1B8EC,7BF1B0,6
1BD25E,804718,85
1BD25E,70B503,28
1BD25E,C45E05,5
BF082A,5617C5,65
BF082A,766B9F,52
BF082A,CAA426,50
BF082A,4992B8,6
FE0433,A48027,90
FE0433,E33A47,2
FE0433,898A57,5
FE0433,6995DC,54
16CFED,CE85DB,63
16CFED,7AA77E,50
D36D84,70D7FC,99
D36D84,135F34,59
3C53C5,48FB49,96
B477A0,092A20,81
B477A0,10400B,21
B477A0,07A0E3,48
B477A0,AB7277,37
B6DBE0,FFB35A,91
B6DBE0,6E32E8,24
B6DBE0,19FB21,34
B6DBE0,5F823D,26
B6DBE0,50928E,37
8EED8E,1E55F0,90
29708D,F5B786,87
C8FD8F,2AC0B6,86
C8FD8F,D4B09E,26
460F2E,1638B6,71
796667,D0FB3C,76
0D61E4,159314,77
0D61E4,90A0F8,1
0D61E4,40FF18,57
02D8A9,BB0F0D,91
02D8A9,085866,18
02D8A9,A3AC6F,52
02D8A9,71B252,10
02D8A9,2377FB,12
994F43,C24D5C,73
994F43,F64B14,38
994F43,16AF1D,2
57902E,51FD23,88
57902E,F1F6BE,32
ED6493,F19594,82
ED6493,0F6DC5,47
ED6493,E9BFE0,59
ED6493,65FDE4,41
519068,27DCF2,97
8381AA,9B1999,79
8381AA,879FD4,15
8381AA,36822D,34
DAEDC7,566FCF,98
DAEDC7,4B1BC9,45
75E48B,15AA80,63
75E48B,5FA7BC,21
75E48B,C9DF58,10
7AFE49,060D0F,95
7AFE49,BA3F39,51
7AFE49,1F00EC,20
3329CB,629E78,75
044C4D,4142E4,94
044C4D,05FD86,58
044C4D,1CA24C,45
71AAE0,B3BE46,84
17A24A,3F75F4,77
543D3A,320794,80
543D3A,296B7B,1
3A7035,C062A4,76
3A7035,1511DC,50
3A7035,619DB9,38
3A7035,BAD747,39
3A7035,AFE09E,47
4323D9,E6A3D3,92
4323D9,23EEFA,32
4323D9,55AC09,42
4323D9,92B9DE,48
4323D9,C376D8,8
4323D9,607584,40
A090DF,436291,79
14D9CA,D387E3,71
14D9CA,273E44,60
14D9CA,63504D,12
14D9CA,53766A,4
14D9CA,D2497E,24
614673,3EE60D,94
AE43B9,981E91,77
AE43B9,07CFC4,36
AE43B9,653593,4
AE43B9,60D910,16
C5C407,C01F06,89
C5C407,CE3449,60
E0AE48,ABC8A1,83
E0AE48,1662ED,42
9D89CF,AE0B2D,73
9D89CF,30F29F,20
2F3D9B,ABF64D,92
2F3D9B,65E06E,10
AEC157,D4CC5C,85
AEC157,FD81B0,33
AEC157,0982B0,52
8C68FD,7C215F,88
82CDCA,BDD3D5,79
82CDCA,B54EE9,51
3BD643,08CCA6,86
0F9227,33CE10,90
0F9227,648758,54
DA276E,C254FF,88
DA276E,D0E0A2,44
1D4C4E,6E2DE4,61
1D4C4E,689653,54
1D4C4E,D14812,20
1D4C4E,2F8423,6
1B4F3A,83D3A3,84
AD93E9,C5FF73,87
AD93E9,733F91,32
AD93E9,614250,20
EA52E7,947A59,96
EA52E7,38B037,43
EA52E7,C90E95,48
EA52E7,E48911,48
EA52E7,D82EB8,14
EA52E7,001F25,3
EA52E7,6161FF,42
EA52E7,270E32,44
32F73A,631B59,79
D609AD,B040ED,93
9E721A,8B1D80,61
BFE786,40AA3E,80
5C8A23,51F299,67
5C8A23,F77858,47
5C8A23,BEE145,9
5C8A23,D78E96,60
5C8A23,6A5AF5,5
392700,CFE5C0,67
EF6A77,BE03AB,85
1469F4,84EA4D,78
1469F4,025823,32
1469F4,57FC75,5
1469F4,E575BF,10
1469F4,415B61,60
7FDC6D,001B7E,94
D8DFDD,5BB8B0,87
E238E9,B8FB42,100
7D1C7D,D9C041,66
4ECCFC,0DA2BA,67
C09323,99C288,93
C09323,03450B,23
C1B4DA,F09F86,86
0F53AC,2A177F,99
0F53AC,D1A79E,20
0F53AC,D43B50,41
24B4D6,5675BC,98
24B4D6,709F05,29
24B4D6,453066,55
24B4D6,AB654C,39
3521C4,EDFD64,92
3521C4,0F1314,60
3521C4,C20D4E,4
3521C4,E89EA2,2
3521C4,10705D,48
487918,5F1C48,81
487918,3546F3,5
487918,8DCB65,44
487918,3D7085,19
487918,B60195,52
487918,CA8D50,8
E95389,0E0373,72
E95389,FB6CD0,40
E19119,33B3B6,66
E19119,1A36CD,53
243E72,441896,77
AF2A5C,A4B4BA,80
CC36EC,D98323,83
CC36EC,9E3759,20
CC36EC,F1B8EC,60
0BD192,7BF1B0,92
0BD192,1BD25E,10
0BD192,804718,20
0BD192,70B503,31
0BD192,C45E05,33
0BD192,BF082A,23
0BD192,5617C5,28
0BD192,766B9F,28
0BD192,CAA426,33
0BD192,4992B8,14
0BD192,FE0433,54
A48027,E33A47,92
A48027,898A57,37
A48027,6995DC,22
A48027,16CFED,26
A48027,CE85DB,20
A48027,7AA77E,33
A48027,D36D84,14
70D7FC,135F34,67
70D7FC,3C53C5,31
70D7FC,48FB49,28
70D7FC,B477A0,33
70D7FC,092A20,46
70D7FC,10400B,42
07A0E3,AB7277,64
07A0E3,B6DBE0,17
FFB35A,6E32E8,75
FFB35A,19FB21,26
FFB35A,5F823D,3
FFB35A,50928E,49
8EED8E,1E55F0,61
8EED8E,29708D,14
8EED8E,F5B786,40
8EED8E,C8FD8F,36
2AC0B6,D4B09E,62
2AC0B6,460F2E,18
2AC0B6,1638B6,12
796667,D0FB3C,70
796667,0D61E4,31
159314,90A0F8,80
159314,40FF18,1
02D8A9,BB0F0D,74
02D8A9,085866,46
02D8A9,A3AC6F,52
02D8A9,71B252,28
2377FB,994F43,71
C24D5C,F64B14,90
C24D5C,16AF1D,2
57902E,51FD23,91
57902E,F1F6BE,7
ED6493,F19594,76
0F6DC5,E9BFE0,82
0F6DC5,65FDE4,36
0F6DC5,519068,12
0F6DC5,27DCF2,3
0F6DC5,8381AA,53
0F6DC5,9B1999,44
879FD4,36822D,84
879FD4,DAEDC7,53
879FD4,566FCF,2
879FD4,4B1BC9,54
75E48B,15AA80,73
75E48B,5FA7BC,39
75E48B,C9DF58,45
75E48B,7AFE49,7
060D0F,BA3F39,75
060D0F,1F00EC,59
060D0F,3329CB,54
629E78,044C4D,96
629E78,4142E4,32
05FD86,1CA24C,83
71AAE0,B3BE46,83
17A24A,3F75F4,71
17A24A,543D3A,33
17A24A,320794,50
17A24A,296B7B,16
3A7035,C062A4,88
3A7035,1511DC,36
619DB9,BAD747,65
619DB9,AFE09E,14
4323D9,E6A3D3,62
4323D9,23EEFA,42
4323D9,55AC09,24
4323D9,92B9DE,12
4323D9,C376D8,28
4323D9,607584,16
4323D9,A090DF,43
436291,14D9CA,64
D387E3,273E44,88
D387E3,63504D,45
53766A,D2497E,95
614673,3EE60D,69
AE43B9,981E91,94
07CFC4,653593,82
07CFC4,60D910,30
07CFC4,C5C407,19
07CFC4,C01F06,36
07CFC4,CE3449,13
07CFC4,E0AE48,26
ABC8A1,1662ED,80
ABC8A1,9D89CF,51
ABC8A1,AE0B2D,6
ABC8A1,30F29F,24
ABC8A1,2F3D9B,26
ABC8A1,ABF64D,46
65E06E,AEC157,62
65E06E,D4CC5C,49
FD81B0,0982B0,82
FD81B0,8C68FD,2
7C215F,82CDCA,99
7C215F,BDD3D5,30
7C215F,B54EE9,24
7C215F,3BD643,28
7C215F,08CCA6,59
7C215F,0F9227,16
7C215F,33CE10,56
7C215F,648758,34
7C215F,DA276E,6
C254FF,D0E0A2,82
C254FF,1D4C4E,42
6E2DE4,689653,81
6E2DE4,D14812,56
6E2DE4,2F8423,49
6E2DE4,1B4F3A,36
83D3A3,AD93E9,84
C5FF73,733F91,74
614250,EA52E7,96
614250,947A59,57
38B037,C90E95,88
E48911,D82EB8,93
E48911,001F25,47
6161FF,270E32,86
6161FF,32F73A,35
6161FF,631B59,34
6161FF,D609AD,27
6161FF,B040ED,52
6161FF,9E721A,17
8B1D80,BFE786,100
8B1D80,40AA3E,29
8B1D80,5C8A23,54
8B1D80,51F299,1
8B1D80,F77858,16
8B1D80,BEE145,34
8B1D80,D78E96,60
6A5AF5,392700,67
6A5AF5,CFE5C0,10
6A5AF5,EF6A77,59
BE03AB,1469F4,97
BE03AB,84EA4D,9
BE03AB,025823,2
BE03AB,57FC75,56
BE03AB,E575BF,19
BE03AB,415B61,21
7FDC6D,001B7E,84
D8DFDD,5BB8B0,93
E238E9,B8FB42,66
7D1C7D,D9C041,66
7D1C7D,4ECCFC,34
7D1C7D,0DA2BA,0
7D1C7D,C09323,39
7D1C7D,99C288,10
7D1C7D,03450B,10
7D1C7D,C1B4DA,43
7D1C7D,F09F86,4
7D1C7D,0F53AC,33
7D1C7D,2A177F,11
D1A79E,D43B50,95
24B4D6,5675BC,77
24B4D6,709F05,49
453066,AB654C,93
3521C4,EDFD64,80
3521C4,0F1314,0
C20D4E,E89EA2,79
C20D4E,10705D,52
C20D4E,487918,41
C20D4E,5F1C48,1
3546F3,8DCB65,94
3D7085,B60195,91
3D7085,CA8D50,43
3D7085,E95389,59
3D7085,0E0373,44
3D7085,FB6CD0,30
3D7085,E19119,41
3D7085,33B3B6,30
3D7085,1A36CD,51
3D7085,243E72,8
441896,AF2A5C,72
441896,A4B4BA,37
441896,CC36EC,36
441896,D98323,49
9E3759,F1B8EC,97
9E3759,0BD192,10
7BF1B0,1BD25E,87
7BF1B0,804718,53
7BF1B0,70B503,41
7BF1B0,C45E05,55
BF082A,5617C5,64
BF082A,766B9F,36
BF082A,CAA426,47
BF082A,4992B8,13
FE0433,A48027,88
FE0433,E33A47,7
FE0433,898A57,49
FE0433,6995DC,27
16CFED,CE85DB,65
7AA77E,D36D84,72
7AA77E,70D7FC,26
135F34,3C53C5,86
135F34,48FB49,41
135F34,B477A0,49
092A20,10400B,75
092A20,07A0E3,4
092A20,AB7277,50
092A20,B6DBE0,27
092A20,FFB35A,29
6E32E8,19FB21,92
6E32E8,5F823D,1
6E32E8,50928E,2
6E32E8,8EED8E,46
6E32E8,1E55F0,16
6E32E8,29708D,35
6E32E8,F5B786,6
6E32E8,C8FD8F,11
2AC0B6,D4B09E,62
2AC0B6,460F2E,57
2AC0B6,1638B6,53
796667,D0FB3C,79
0D61E4,159314,78
90A0F8,40FF18,61
90A0F8,02D8A9,10
BB0F0D,085866,93
BB0F0D,A3AC6F,57
BB0F0D,71B252,43
BB0F0D,2377FB,54
BB0F0D,994F43,0
BB0F0D,C24D5C,32
BB0F0D,F64B14,9
BB0F0D,16AF1D,30
BB0F0D,57902E,21
BB0F0D,51FD23,18
BB0F0D,F1F6BE,60
ED6493,F19594,83
ED6493,0F6DC5,59
ED6493,E9BFE0,31
ED6493,65FDE4,26
ED6493,519068,29
27DCF2,8381AA,78
27DCF2,9B1999,15
879FD4,36822D,81
879FD4,DAEDC7,26
879FD4,566FCF,55
4B1BC9,75E48B,100
15AA80,5FA7BC,73
C9DF58,7AFE49,77
060D0F,BA3F39,82
060D0F,1F00EC,18
060D0F,3329CB,37
629E78,044C4D,82
4142E4,05FD86,89
4142E4,1CA24C,16
71AAE0,B3BE46,100
17A24A,3F75F4,73
543D3A,320794,98
543D3A,296B7B,10
543D3A,3A7035,48
543D3A,C062A4,16
543D3A,1511DC,15
543D3A,619DB9,59
543D3A,BAD747,28
543D3A,AFE09E,48
4323D9,E6A3D3,73
23EEFA,55AC09,94
23EEFA,92B9DE,7
23EEFA,C376D8,18
23EEFA,607584,15
23EEFA,A090DF,14
436291,14D9CA,85
D387E3,273E44,61
63504D,53766A,83
D2497E,614673,83
D2497E,3EE60D,14
AE43B9,981E91,87
AE43B9,07CFC4,51
AE43B9,653593,35
60D910,C5C407,65
60D910,C01F06,45
60D910,CE3449,12
E0AE48,ABC8A1,84
1662ED,9D89CF,79
1662ED,AE0B2D,55
1662ED,30F29F,32
2F3D9B,ABF64D,74
2F3D9B,65E06E,34
2F3D9B,AEC157,21
D4CC5C,FD81B0,63
0982B0,8C68FD,61
0982B0,7C215F,1
82CDCA,BDD3D5,78
B54EE9,3BD643,87
B54EE9,08CCA6,16
B54EE9,0F9227,22
33CE10,648758,98
33CE10,DA276E,28
33CE10,C254FF,33
33CE10,D0E0A2,47
33CE10,1D4C4E,57
33CE10,6E2DE4,25
33CE10,689653,5
D14812,2F8423,70
D14812,1B4F3A,9
83D3A3,AD93E9,70
C5FF73,733F91,96
614250,EA52E7,96
614250,947A59,24
38B037,C90E95,79
38B037,E48911,52
38B037,D82EB8,4
001F25,6161FF,95
001F25,270E32,3
001F25,32F73A,46
001F25,631B59,39
D609AD,B040ED,64
9E721A,8B1D80,99
9E721A,BFE786,52
9E721A,40AA3E,51
5C8A23,51F299,68
5C8A23,F77858,27
5C8A23,BEE145,33
5C8A23,D78E96,23
6A5AF5,392700,79
6A5AF5,CFE5C0,39
